metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1779969572,1.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_duration,1779969572,5.803000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_blocked,1779969572,2.901000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_connecting,1779969572,0.455000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_tls_handshaking,1779969572,0.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_sending,1779969572,0.042000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_waiting,1779969572,5.695000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_receiving,1779969572,0.066000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_failed,1779969572,0.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
checks,1779969572,1.000000,status 200,,,,,,,,default,,,,,,,
checks,1779969572,1.000000,tem produtos,,,,,,,,default,,,,,,,
data_sent,1779969572,115.000000,,,,,,,,,default,,,,,,,
data_received,1779969572,4233.000000,,,,,,,,,default,,,,,,,
iteration_duration,1779969572,509.740041,,,,,,,,,default,,,,,,,
iterations,1779969572,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1779969572,1.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_duration,1779969572,7.930000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_blocked,1779969572,0.007000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_connecting,1779969572,0.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_tls_handshaking,1779969572,0.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_sending,1779969572,0.029000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_waiting,1779969572,7.791000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_receiving,1779969572,0.110000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_failed,1779969572,0.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
checks,1779969572,1.000000,status 200,,,,,,,,default,,,,,,,
checks,1779969572,1.000000,tem produtos,,,,,,,,default,,,,,,,
vus,1779969573,1.000000,,,,,,,,,,,,,,,,
vus_max,1779969573,10.000000,,,,,,,,,,,,,,,,
data_sent,1779969573,115.000000,,,,,,,,,default,,,,,,,
data_received,1779969573,4233.000000,,,,,,,,,default,,,,,,,
iteration_duration,1779969573,508.656500,,,,,,,,,default,,,,,,,
iterations,1779969573,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1779969573,1.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_duration,1779969573,10.494000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_blocked,1779969573,0.007000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_connecting,1779969573,0.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_tls_handshaking,1779969573,0.000000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
http_req_sending,1779969573,0.018000,,,,true,,GET,http://localhost:18080/rest/catalog/products,HTTP/1.1,default,,200,,,http://localhost:18080/rest/catalog/products,,
